label,lat,lng,pais,prov
PT: Guarda,40.58442410000001,-7.0715068999999975,PT,Guarda
PT: Guarda,40.873682099999996,-6.9747727,PT,Guarda
PT: Guarda,40.6722911,-7.3723914000000015,PT,Guarda
PT: Guarda,40.3289592,-7.209127199999997,PT,Guarda
PT: Guarda,40.3481489,-6.9001537,PT,Guarda
PT: Guarda,40.799125599999996,-7.4481892000000025,PT,Guarda
PT: Guarda,40.78559600000001,-7.432674499999999,PT,Guarda
PT: Guarda,40.3364909,-6.9398972999999975,PT,Guarda
PT: Guarda,40.3212994,-7.0549988999999975,PT,Guarda
PT: Guarda,40.37318670000001,-6.8399812,PT,Guarda
PT: Guarda,41.065678399999996,-7.1117589999999975,PT,Guarda
PT: Guarda,40.34983270000001,-7.0161522,PT,Guarda
DZ: Tipasa,36.4664383,1.9807905,DZ,Tipasa
DZ: Tipasa,36.680631899999995,2.9189711,DZ,Tipasa
ES: Región de Murcia,38.574796,-1.3601372999999999,ES,Región de Murcia
ES: Región de Murcia,37.72714000000001,-1.5172299999999999,ES,Región de Murcia
ES: Región de Murcia,38.14528,-1.95672,ES,Región de Murcia
ES: Región de Murcia,38.04117700000001,-2.191472,ES,Región de Murcia
ES: Región de Murcia,38.03863860000001,-1.5698678,ES,Región de Murcia
ES: Región de Murcia,37.769641899999996,-1.986064,ES,Región de Murcia
ES: Región de Murcia,38.15594,-1.05311,ES,Región de Murcia
ES: Región de Murcia,38.01276970000001,-1.8982251,ES,Región de Murcia
ES: Región de Murcia,38.2521562,-1.9165637,ES,Región de Murcia
ES: Región de Murcia,37.9596545,-1.8186244999999999,ES,Región de Murcia
ES: Región de Murcia,37.6303033,-0.6944819999999999,ES,Región de Murcia
ES: Región de Murcia,37.85515510000001,-1.907271,ES,Región de Murcia
ES: Región de Murcia,38.16299779999999,-1.2010637,ES,Región de Murcia
ES: Región de Murcia,38.3452348,-1.4187222,ES,Región de Murcia
ES: Región de Murcia,37.63891210000001,-1.3914663,ES,Región de Murcia
ES: Región de Murcia,37.79737,-1.1083,ES,Región de Murcia
ES: Región de Murcia,38.6176036,-1.4126008999999995,ES,Región de Murcia
ES: Región de Murcia,37.9830799,-1.3314683,ES,Región de Murcia
ES: Región de Murcia,37.857770200000004,-1.9163341,ES,Región de Murcia
ES: Región de Murcia,37.91471,-1.2038898999999998,ES,Región de Murcia
ES: Región de Murcia,38.1777439,-1.5073956,ES,Región de Murcia
ES: Región de Murcia,37.58444,-0.9842200000000001,ES,Región de Murcia
ES: Región de Murcia,37.6669068,-1.0886281999999998,ES,Región de Murcia
ES: Región de Murcia,37.621047,-1.5746772,ES,Región de Murcia
ES: Región de Murcia,37.5595799,-1.74785,ES,Región de Murcia
ES: Región de Murcia,38.36164,-1.13497,ES,Región de Murcia
ES: Región de Murcia,37.838425799999996,-1.287664,ES,Región de Murcia
ES: Comunidad Valenciana,39.66830150000001,-0.8317443999999999,ES,Comunidad Valenciana
ES: Comunidad Valenciana,39.2865471,-0.5873286,ES,Comunidad Valenciana
ES: Comunidad Valenciana,39.55337,-0.6054999999999999,ES,Comunidad Valenciana
